Time,Value
23:05:36.629.435,0
23:05:36.629.435,128
23:05:36.629.435,157
23:05:36.629.435,195
23:05:36.629.435,0
23:05:36.629.435,128
23:05:36.629.435,157
23:05:36.629.435,195
23:05:36.629.435,0
23:05:36.629.435,128
23:05:36.629.435,157
23:05:36.629.435,195
23:05:36.629.435,148
23:05:36.629.435,125
23:05:36.629.435,251
23:05:36.629.435,194
23:05:36.629.435,198
23:05:36.629.435,148
23:05:36.629.435,166
23:05:36.629.435,69
23:05:36.629.435,0
23:05:36.629.435,0
23:05:36.629.435,0
23:05:36.629.435,192
23:05:36.629.435,158
23:05:36.629.435,181
23:05:36.629.435,44
23:05:36.629.435,198
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,127
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,172
23:05:36.639.429,125
23:05:36.639.429,251
23:05:36.639.429,194
23:05:36.639.429,189
23:05:36.639.429,148
23:05:36.639.429,166
23:05:36.639.429,69
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,192
23:05:36.639.429,164
23:05:36.639.429,181
23:05:36.639.429,44
23:05:36.639.429,198
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,127
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,36
23:05:36.639.429,126
23:05:36.639.429,251
23:05:36.639.429,194
23:05:36.639.429,146
23:05:36.639.429,148
23:05:36.639.429,166
23:05:36.639.429,69
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,192
23:05:36.639.429,187
23:05:36.639.429,181
23:05:36.639.429,44
23:05:36.639.429,198
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,127
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,0
23:05:36.639.429,128
23:05:36.639.429,157
23:05:36.639.429,195
23:05:36.639.429,159
23:05:36.639.429,126
23:05:36.639.429,251
23:05:36.639.429,194
23:05:36.649.353,102
23:05:36.649.353,148
23:05:36.649.353,166
23:05:36.649.353,69
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,192
23:05:36.649.353,214
23:05:36.649.353,181
23:05:36.649.353,44
23:05:36.649.353,198
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,127
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,25
23:05:36.649.353,127
23:05:36.649.353,251
23:05:36.649.353,194
23:05:36.649.353,60
23:05:36.649.353,148
23:05:36.649.353,166
23:05:36.649.353,69
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,192
23:05:36.649.353,226
23:05:36.649.353,181
23:05:36.649.353,44
23:05:36.649.353,198
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,127
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,129
23:05:36.649.353,127
23:05:36.649.353,251
23:05:36.649.353,194
23:05:36.649.353,23
23:05:36.649.353,148
23:05:36.649.353,166
23:05:36.649.353,69
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,192
23:05:36.649.353,250
23:05:36.649.353,181
23:05:36.649.353,44
23:05:36.649.353,198
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,127
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.649.353,0
23:05:36.649.353,128
23:05:36.649.353,157
23:05:36.649.353,195
23:05:36.660.368,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,179
23:05:36.661.348,127
23:05:36.661.348,251
23:05:36.661.348,194
23:05:36.661.348,4
23:05:36.661.348,147
23:05:36.661.348,166
23:05:36.661.348,69
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,192
23:05:36.661.348,0
23:05:36.661.348,182
23:05:36.661.348,44
23:05:36.661.348,198
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,127
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,197
23:05:36.661.348,127
23:05:36.661.348,251
23:05:36.661.348,194
23:05:36.661.348,255
23:05:36.661.348,147
23:05:36.661.348,166
23:05:36.661.348,69
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,192
23:05:36.661.348,0
23:05:36.661.348,182
23:05:36.661.348,44
23:05:36.661.348,198
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,127
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,0
23:05:36.661.348,128
23:05:36.661.348,157
23:05:36.661.348,195
23:05:36.661.348,177
23:05:36.661.348,127
23:05:36.661.348,251
23:05:36.661.348,194
23:05:36.661.348,6
23:05:36.661.348,147
23:05:36.661.348,166
23:05:36.661.348,69
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,192
23:05:36.661.348,6
23:05:36.661.348,182
23:05:36.661.348,44
23:05:36.661.348,198
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.661.348,0
23:05:36.671.424,0
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,127
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,127
23:05:36.672.425,128
23:05:36.672.425,251
23:05:36.672.425,194
23:05:36.672.425,188
23:05:36.672.425,147
23:05:36.672.425,166
23:05:36.672.425,69
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,192
23:05:36.672.425,47
23:05:36.672.425,182
23:05:36.672.425,44
23:05:36.672.425,198
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,127
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,84
23:05:36.672.425,129
23:05:36.672.425,251
23:05:36.672.425,194
23:05:36.672.425,112
23:05:36.672.425,147
23:05:36.672.425,166
23:05:36.672.425,69
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,192
23:05:36.672.425,83
23:05:36.672.425,182
23:05:36.672.425,44
23:05:36.672.425,198
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,127
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,0
23:05:36.672.425,128
23:05:36.672.425,157
23:05:36.672.425,195
23:05:36.672.425,166
23:05:36.672.425,129
23:05:36.672.425,251
23:05:36.672.425,194
23:05:36.672.425,83
23:05:36.672.425,147
23:05:36.672.425,166
23:05:36.672.425,69
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,0
23:05:36.672.425,192
23:05:36.683.139,85
23:05:36.683.139,182
23:05:36.683.139,44
23:05:36.683.139,198
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,127
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,245
23:05:36.683.139,129
23:05:36.683.139,251
23:05:36.683.139,194
23:05:36.683.139,55
23:05:36.683.139,147
23:05:36.683.139,166
23:05:36.683.139,69
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,192
23:05:36.683.139,103
23:05:36.683.139,182
23:05:36.683.139,44
23:05:36.683.139,198
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,127
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,68
23:05:36.683.139,130
23:05:36.683.139,251
23:05:36.683.139,194
23:05:36.683.139,27
23:05:36.683.139,147
23:05:36.683.139,166
23:05:36.683.139,69
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,192
23:05:36.683.139,128
23:05:36.683.139,182
23:05:36.683.139,44
23:05:36.683.139,198
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,127
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.683.139,0
23:05:36.683.139,128
23:05:36.683.139,157
23:05:36.683.139,195
23:05:36.694.136,179
23:05:36.694.136,130
23:05:36.694.136,251
23:05:36.694.136,194
23:05:36.694.136,243
23:05:36.694.136,146
23:05:36.694.136,166
23:05:36.694.136,69
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,192
23:05:36.694.136,130
23:05:36.694.136,182
23:05:36.694.136,44
23:05:36.694.136,198
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,127
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,25
23:05:36.694.136,131
23:05:36.694.136,251
23:05:36.694.136,194
23:05:36.694.136,208
23:05:36.694.136,146
23:05:36.694.136,166
23:05:36.694.136,69
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,192
23:05:36.694.136,160
23:05:36.694.136,182
23:05:36.694.136,44
23:05:36.694.136,198
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,127
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.694.136,127
23:05:36.694.136,131
23:05:36.694.136,251
23:05:36.694.136,194
23:05:36.694.136,171
23:05:36.694.136,146
23:05:36.694.136,166
23:05:36.694.136,69
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,192
23:05:36.694.136,177
23:05:36.694.136,182
23:05:36.694.136,44
23:05:36.694.136,198
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,127
23:05:36.694.136,0
23:05:36.694.136,128
23:05:36.694.136,157
23:05:36.694.136,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,124
23:05:36.705.148,132
23:05:36.705.148,251
23:05:36.705.148,194
23:05:36.705.148,81
23:05:36.705.148,146
23:05:36.705.148,166
23:05:36.705.148,69
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,192
23:05:36.705.148,217
23:05:36.705.148,182
23:05:36.705.148,44
23:05:36.705.148,198
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,127
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,179
23:05:36.705.148,132
23:05:36.705.148,251
23:05:36.705.148,194
23:05:36.705.148,61
23:05:36.705.148,146
23:05:36.705.148,166
23:05:36.705.148,69
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,192
23:05:36.705.148,234
23:05:36.705.148,182
23:05:36.705.148,44
23:05:36.705.148,198
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,127
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,0
23:05:36.705.148,128
23:05:36.705.148,157
23:05:36.705.148,195
23:05:36.705.148,249
23:05:36.705.148,132
23:05:36.705.148,251
23:05:36.705.148,194
23:05:36.705.148,37
23:05:36.705.148,146
23:05:36.705.148,166
23:05:36.705.148,69
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,192
23:05:36.705.148,248
23:05:36.705.148,182
23:05:36.705.148,44
23:05:36.705.148,198
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.705.148,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,127
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,122
23:05:36.716.044,133
23:05:36.716.044,251
23:05:36.716.044,194
23:05:36.716.044,247
23:05:36.716.044,145
23:05:36.716.044,166
23:05:36.716.044,69
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,192
23:05:36.716.044,6
23:05:36.716.044,183
23:05:36.716.044,44
23:05:36.716.044,198
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,127
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,170
23:05:36.716.044,133
23:05:36.716.044,251
23:05:36.716.044,194
23:05:36.716.044,230
23:05:36.716.044,145
23:05:36.716.044,166
23:05:36.716.044,69
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,192
23:05:36.716.044,19
23:05:36.716.044,183
23:05:36.716.044,44
23:05:36.716.044,198
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,127
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,0
23:05:36.716.044,128
23:05:36.716.044,157
23:05:36.716.044,195
23:05:36.716.044,201
23:05:36.716.044,133
23:05:36.716.044,251
23:05:36.716.044,194
23:05:36.716.044,219
23:05:36.716.044,145
23:05:36.716.044,166
23:05:36.716.044,69
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,192
23:05:36.727.035,18
23:05:36.727.035,183
23:05:36.727.035,44
23:05:36.727.035,198
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,127
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,59
23:05:36.727.035,134
23:05:36.727.035,251
23:05:36.727.035,194
23:05:36.727.035,178
23:05:36.727.035,145
23:05:36.727.035,166
23:05:36.727.035,69
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,192
23:05:36.727.035,42
23:05:36.727.035,183
23:05:36.727.035,44
23:05:36.727.035,198
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,127
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,65
23:05:36.727.035,134
23:05:36.727.035,251
23:05:36.727.035,194
23:05:36.727.035,176
23:05:36.727.035,145
23:05:36.727.035,166
23:05:36.727.035,69
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,192
23:05:36.727.035,38
23:05:36.727.035,183
23:05:36.727.035,44
23:05:36.727.035,198
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,127
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.727.035,0
23:05:36.727.035,128
23:05:36.727.035,157
23:05:36.727.035,195
23:05:36.738.026,0
23:05:36.738.026,128
23:05:36.738.026,157
23:05:36.738.026,195
23:05:36.738.026,151
23:05:36.738.026,134
23:05:36.738.026,251
23:05:36.738.026,194
23:05:36.738.026,145
23:05:36.738.026,145
23:05:36.738.026,166
23:05:36.738.026,69
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,192
23:05:36.738.026,71
23:05:36.738.026,183
23:05:36.738.026,44
23:05:36.738.026,198
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,0
23:05:36.738.026,128
23:05:36.738.026,127
23:05:36.738.026,0
23:05:36.738.026,128
23:05:36.738.026,157
23:05:36.738.026,195
23:05:36.738.026,0
23:05:36.738.026,128
23:05:36.738.026,157
23:05:36.738.026,195
23:05:36.738.026,0
23:05:36.738.026,128
23:05:36.738.026,157
23:05:36.738.026,195
23:05:36.738.026,0
23:05:36.738.026,128
23:05:36.738.026,157
23:05:36.738.026,195
23:05:36.738.026,15
23:05:36.738.026,135
23:05:36.738.026,251
23:05:36.738.026,194
23:05:36.738.026,102
23:05:36.738.026,145
23:05:36.738.026,166
23:05:36.738.026,69
23:05:36.738.026,0
23:05:36.738.026,0
